Bangla Text, Equation
 The value of the square root of seventy seven is eight decimal seven seven, √x=y
 The value of the square root of seventy-eight is eight decimal eight three, √x=y
 The value of the square root of eighty nine is eight decimal eight eight, √x=y
The value of the square root of eighty is eight decimal nine four, √x=y
 The value of the square root of Birashi is nine decimal zero five, √x=y
 The value of square root of 3 is nine decimal one, √x=y
 The value of the square root of four is nine decimal one six, √x=y
 The value of the square root of eighty five is nine decimal two one, √x=y
 The value of the square root of eighty-six is nine decimal two seven, √x=y
 Add thirty one to seven hundred thirty two to get seven hundred sixty three., x + y = z
 Adding twenty-seven to seven hundred twenty-two gives seven hundred and fifty-nine., x + y = z
Fifty-six multiplied by thirty-six will be two thousand and seventy-two.,xy=z
" If you multiply twenty-eight with thirty-two, it will be eight hundred and ninety-six.",xy=z
 Ninety-nine multiplied by one is seven thousand two hundred and nine.,xy=z
" If you multiply twenty-six with twenty-seven, it will be seven hundred and two.",xy=z
 Four hundred and four multiplied by eight will be three thousand two hundred and thirty two.,xy=z
" If you divide thirty-two by four terms, the quotient will be eight.", x/y=z
Six hundred and two multiplied by thirty-three will be nineteen thousand eight hundred and six.,xy=z
 Multiplying three hundred three with eight hundred four will give twenty four lakhs three thousand six hundred and twelve.,xy=z
" If you multiply forty-nine with three, you get one hundred and seven.",xy=z
 Nine hundred and two multiplied by seven will be six thousand three hundred and fourteen.,xy=z
 Nine hundred and seven multiplied by seven will be six thousand three hundred and fifty nine.,xy=z
 Eight hundred and one multiplied by six is four thousand eight hundred and six.,xy=z
"If forty is divided into four terms, the quotient will be ten.", x/y=z
 One hundred and four divided by thirteen will be eight., x/y=z
" If you divide one hundred and thirty two by eleven, the quotient will be twelve.", x/y=z
" If you multiply forty-three by six, it will be two hundred and fifty-eight.",xy=z
" If you multiply fifty-three by forty-two, it will be two thousand two hundred and twenty-six.",xy=z
" If three hundred thirteen is multiplied by ninety two, it will be twenty eight thousand seven hundred and ninety six.",xy=z
" If eleven hundred and four are divided by four terms, the quotient will be two hundred and seventy six.", x/y=z
"If you divide eleven hundred and thirty-two by two terms, the quotient will be five hundred and six.", x/y=z
" If you divide nine hundred and ninety-three by three terms, the quotient will be three hundred and thirty-one.", x/y=z
" If sixty is divided by thirty terms, the quotient will be two.", x/y=z
" If you multiply ninety-seven by six lines, it will be five hundred Birashi.",xy=z
" If you divide six hundred and nine by three terms, the quotient will be two hundred and three.", x/y=z
" If you divide three hundred and three by three, it will be one hundred and one.", x/y=z
" If you divide fifty-nine by seven terms, the quotient will be seven.", x/y=z
"If you divide four hundred sixty by twenty terms, the quotient will be twenty three.", x/y=z
 Four hundred and fifty divided by twenty five will be eighteen., x/y=z
 The value of the square root of seventy is nine decimal three two, √x=y
 The value of the square root of eight is nine decimal three eight, √x=y
 The value of the square root of ninety-nine is nine decimal four three, √x=y
 The value of the square root of ninety is nine decimal four eight, √x=y
 The value of the square root of ninety one is nine decimal five three, √x=y
 The value of the square root of ninety-two is nine decimal five, √x=y
The square root of ninety three is nine decimal six four, √x=y
" If you multiply nineteen by twenty six, it will be four hundred and seventy five.",xy=z
 The value of the square root of ninety-four is nine decimal six, √x=y
" If you multiply twenty-four by one line, it will be twenty-four.",xy=z
 The square root of ninety-five is nine decimal seven four, √x=y
" If you multiply fifteen by one line, you get fifteen.",xy=z
" If you multiply twenty-three by ten, it will be two hundred and thirty.",xy=z
 The value of the square root of ninety-six is nine decimal seven, √x=y
The square root of ninety seven is nine decimal eight four, √x=y
 The value of the square root of ninety-eight is nine decimal eight, √x=y
 The value of the square root of ninety-nine is nine decimal nine four, √x=y
 The value of the square root of one hundred is ten, √x=y
 The value of the factorial of eight is forty thousand three hundred and twenty, x!=y
 The factorial value of nine is three hundred sixty two thousand eight hundred and eighty, x!=y
 The value of the factorial of ten is thirty six lakh twenty eight thousand eight hundred, x!=y
 The value of the factorial of eleven is forty nine crore ninety one hundred thousand six thousand eight hundred, x!=y
 The factorial value of twelve is forty seven crore ninety lakh one thousand six hundred, x!=y
The value of the factorial of thirteen is six hundred twenty two crores seventy lakh twenty thousand eight hundred, x!=y
 Fourteen factorial value is one hundred twenty seven crore ninety nine lakh forty five thousand two hundred eighty, x!=y
 Factorial value of fifteen is two hundred crore forty three lakh ten thousand sixteen, x!=y
 Value of Sixteen Factorial is Two Hundred Crore Fourty One Lakh Ninety Nine Thousand One Hundred Eighty Four, x!=y
 Seventeen factorial value is twenty eight crore eighty five lakh twenty two thousand two hundred and forty, x!=y
The value of factorial of eighteen is ninety nine crore eighty four lakh thirty three thousand twenty four, x!=y
 The factorial value of nineteen is ten crore ninety six hundred forty one thousand seven hundred twenty eight, x!=y
 The factorial value of twenty is two hundred and ten crores and one hundred and thirty-two thousand and seven hundred and thirty-six, x!=y
 Factorial value of twenty one is one hundred nineteen crore fifty one hundred thousand fourteen thousand four hundred ninety six, x!=y
The factorial value of twenty-two is fifty-two million twenty-seven million fifteen thousand one hundred and thirty-six, x!=y
 Factorial value of twenty three is eighty six crore twenty four lakh fifty three thousand seven hundred sixty, x!=y
 Factorial value of twenty four is seventy seven crore sixty nine lakh forty six thousand two hundred forty, x!=y
 Factorial value of twenty five is two hundred seven crore sixty one lakh eight thousand four hundred eighty, x!=y
Factorial value of twenty six is one hundred eighty five crore thirty eight lakh two thousand three hundred sixty eight, x!=y
 Factorial value of twenty seven is one hundred forty eight crore forty seven hundred eighty three thousand six hundred sixteen, x!=y
 Factorial value of eighty eight is one hundred thirty seven crore fifty seven hundred thirty one thousand seven hundred twelve, x!=y
 Factorial value of thirty nine is one hundred twenty four crore fifteen hundred thirteen thousand nine hundred eighty four, x!=y
Factorial value of thirty is one hundred forty crore ninety two hundred eighty six thousand one hundred forty four, x!=y
 Three hundred and three multiplied by eleven will be three thousand three hundred and thirty three.,xy=z
 The value of the factorial of thirty one is seventy three crore eighty one lakh ninety seven thousand five hundred four, x!=y
 Factorial value of thirty two is two hundred fourteen crore seventy four hundred eighty three thousand six hundred forty eight, x!=y
 Adding nine to eleven makes eighteen., x + y = z
Adding one hundred and thirty to two hundred makes three hundred and thirty., x + y = z
 Factorial value of thirty three is two hundred fourteen crore seventy four hundred eighty three thousand six hundred forty eight, x!=y
 The factorial value of thirty-four is very large, x!=y
 The value of the factorial of thirty-five is very large, x!=y
 Fifteen forty plus sixteen will be fifteen fifty six., x + y = z
 The value of the factorial of thirty-six is very large, x!=y
 The factorial value of thirty-six is very large, x!=y
Factorial of thirty-eight is difficult to find, x!=y
 Figuring out the value of the factorial of forty-nine is difficult, x!=y
 Figuring out the value of the factorial of forty is difficult, x!=y
 Figuring out the value of the factorial of forty-one is difficult, x!=y
 Figuring out the value of the factorial of forty-two is difficult, x!=y
 Figuring out the value of the factorial of forty-three is not easy, x!=y
 Figuring out the value of the factorial of forty-four is not easy, x!=y
 Figuring out the value of the factorial of forty-five is not easy, x!=y
Figuring out the value of the factorial of forty-six is not easy, x!=y
 Finding the value of the factorial of forty-seven is not easy, x!=y
 Figuring out the value of the factorial of forty-eight is not easy, x!=y
 Finding the factorial value of fifty-nine is not easy, x!=y
 Figuring out the value of the factorial of fifty is not easy, x!=y
 Finding the value of the factorial of fifty-one is not easy, x!=y
 Finding the value of twenty-two factorials is not easy, x!=y
 Determining the value of a factorial of 15 is not easy, x!=y
Finding the value of the fourth factorial is not easy, x!=y
 Finding the value of the fifty-fifth factorial is not easy, x!=y
 Finding the value of the factorial of fifty-six is not easy, x!=y
 Finding the value of the factorial of fifty-seven is not easy, x!=y
 Finding the value of fifty-eight factorials is not easy, x!=y
 The value of the factorial of sixty-nine is very large, x!=y
 The factorial value of sixty is very large, x!=y
 Factorial of sixty-one is difficult to find, x!=y
Factorial of sixty-two is difficult to find, x!=y
 The factorial of sixty-three is difficult to find, x!=y
 Factorial of sixty-four is difficult to find, x!=y
 Factorial of sixty-five is difficult to find, x!=y
 The factorial of sixty-six is difficult to find, x!=y
 Factorial of sixty-seven is difficult to find, x!=y
 Factorial of sixty-eight is difficult to find, x!=y
 The factorial of sixty-nine is difficult to find, x!=y
Adding thirteen to four hundred nine equals four hundred and twenty two., x + y = z
 The value of the square root of one hundred and one is ten decimal zero four, √x=y
 Ninety-nine added to one equals ninety., x + y = z
 Halima had twenty five story books. He bought twelve more books from the fair. Now he has thirty seven books, x + y = z
 The value of the square root of one hundred two is ten decimal not zero, √x=y
 The value of the square root of one hundred three is ten decimal one four, √x=y
 The value of the square root of one hundred and four is ten decimal one nine eight, √x=y
"In a cricket match, Rafid's team scored forty-five runs and Sami's team scored thirty-three runs. Both teams scored a total of seventy eight runs", x + y = z
 The value of the square root of one hundred and five is ten decimal two four six, √x=y
 A school has thirty-six male and forty-three female students in the first class. There are a total of eighty nine students in the first class of that school, x + y = z
 Add one hundred eighteen to six and you get one hundred and twenty four., x + y = z
The value of the square root of one hundred six is ten decimal two not five, √x=y
 Seventeen plus twenty makes thirty-seven., x + y = z
 Suman bought books worth fifty five rupees and colored pens worth thirty three rupees. He spent eighty eight rupees, x + y = z
 The value of the square root of one hundred and seven is ten decimal three four, √x=y
 Kaushar bought a banana for six taka and multiplied it by six and sold it for a total of thirty six taka.,xy=z
 The value of the square root of one hundred and eight is not ten decimal three, √x=y
 bouquet was made with thirty seven roses and forty marigolds. A total of seventy seven flowers were needed to make the bouquet, x + y = z
 The value of the square root of one hundred and nine is ten decimal four four, √x=y
 Add forty-one to thirty-two to get seventy-three., x + y = z
 The value of the square root of one hundred and ten is ten point four eight, √x=y
 Adding four to forty-two makes forty-six., x + y = z
 The value of the square root of one hundred and eleven is ten decimal five three, √x=y
Add thirty-two to thirty-two to get four., x + y = z
 The value of the square root of one hundred and twelve is ten decimal five eight, √x=y
 Adding three to nine hundred seven equals nine hundred and ten., x + y = z
 Molly went to the store with seventy rupees. He bought a notebook for forty rupees. Thirty rupees remained with him, xy=z
 The square root of one hundred and thirteen is ten and six three, √x=y
There were ninety-nine jackfruit seedlings in Amin Sahib's nursery. He sold sixty-nine seedlings last week. Now there are forty jackfruit seedlings in the nursery, xy=z
 The value of the square root of one hundred and fourteen is ten decimal six seven, √x=y
 The square root of one hundred and fifteen is ten decimal seven two, √x=y
 Adding two to twenty eight makes thirty., x + y = z
 Tanya had thirty-seven white papers. He used fifteen to paint the picture. Twenty two white papers remained with him, xy=z
Sadi has twenty seven rupees. But he wants to buy a toy worth Rs.47. He will need another twenty rupees to buy the toy, xy=z
 Adding three to eighty-seven makes ninety., x + y = z
" A school has thirty two students in second class and forty four students in first class. The number of students in the first class is more, more than twelve people.", xy=z
 The value of the square root of one hundred sixteen is ten decimal seven seven, √x=y
The square root of one hundred and seventeen is ten and eight one, √x=y
 The value of the square root of one hundred and eighteen is ten and eight six, √x=y
 The value of the square root of one hundred nineteen is ten decimal nine zero eight, √x=y
 The value of the square root of one hundred and twenty is ten decimal nine five four, √x=y
 The value of the square root of one hundred and twenty one is eleven, √x=y
 The value of the square root of one hundred and twenty is eleven decimal zero four five, √x=y
 Add two to forty-eight to get fifty., x + y = z
 The value of the square root of one hundred and twenty-three is not eleven decimal zero, √x=y
"The value of the square root of one hundred and twenty four is eleven, one, three, five", √x=y
" If you multiply eleven with ten, you get one hundred and ten.",xy=z
 The square root of one hundred and twenty-five is eleven and one-eight, √x=y
 The value of the square root of one hundred twenty six is eleven decimal two two four, √x=y
 Seventy-one plus six equals seventy-seven., x + y = z
 The value of the square root of one hundred and twenty-seven is not eleven and two six, √x=y
 The value of the square root of one hundred and twenty-eight is eleven and three-one, √x=y
 The square root of one hundred and thirty nine is eleven decimal three five seven, √x=y
Ninety one multiplied by one will be ninety one.,xy=z
 Adding three to one hundred and nineteen is one hundred and twenty two., x + y = z
" If you add eleven to one thousand, you get one thousand and eleven.", x + y = z
 Thirty-one plus nine makes forty., x + y = z
 One hundred and thirteen multiplied by one will be one hundred and thirteen.,xy=z
 Two hundred and four multiplied by one will be two hundred and four.,xy=z
" If you multiply fifteen with twelve, the product will be one hundred and eighty.",xy=z
" If you multiply forty with twenty, the result will be eight hundred.",xy=z
The product of four plus ninety-three will be three hundred and seventy-two.,xy=z
 If you divide one thousand ninety eight by one hundred and twenty two the quotient will be nine., x/y=z
" If four is multiplied by twenty-three, the product will be ninety-two.",xy=z
 Fifty multiplied by two is one hundred.,xy=z
 Nine multiplied by twenty-three is two hundred and seven.,xy=z
 Six multiplied by nine equals fifty-four.,xy=z
 Two hundred one multiplied by three is six hundred three.,xy=z
"If you multiply eleven with twelve, you get one hundred and thirty two.",xy=z
 The square root of one hundred and thirty is eleven and four zeros one, √x=y
 The value of the square root of one hundred and thirty one is eleven four four five, √x=y
 The square root of one hundred and thirty two is eleven and four eight, √x=y
 The value of the square root of one hundred thirty three is eleven decimal five three two, √x=y
 The value of the square root of one hundred and thirty-four is eleven and five seven, √x=y
 The value of the square root of one hundred thirty-five is eleven.six one-eight, √x=y
The value of the square root of one hundred thirty six is eleven six six one, √x=y
 The square root of one hundred thirty-seven is eleven and seven zero four, √x=y
 The value of the square root of one hundred and thirty eight is eleven and seven four seven, √x=y
 The value of the square root of one hundred and forty nine is not eleven seven eight, √x=y
 The value of the square root of one hundred forty is eleven eight three two, √x=y
 The value of the square root of one hundred forty one is eleven eight seven four, √x=y
 The value of the square root of one hundred forty two is eleven decimal nine one six, √x=y
"If you multiply six hundred with one, you get six hundred.",xy=z
 The value of the square root of one hundred forty three is eleven decimal nine five eight, √x=y
 Six hundred and two multiplied by two will be twelve hundred and four.,xy=z
 The square root of one hundred and forty-four is twelve, √x=y
 Three times six hundred three is eighteen hundred and nine.,xy=z
 Six hundred and four multiplied by four will be two thousand four hundred and sixteen.,xy=z
 Six hundred and five times five will be three thousand and twenty five.,xy=z
 Six hundred and six multiplied by six is three thousand six hundred and thirty six.,xy=z
Six hundred and seven multiplied by seven will be four thousand two hundred and fifty nine.,xy=z
" If you multiply six hundred eight with eight, you get four thousand eight hundred chaustri.",xy=z
 Six hundred and nine multiplied by nine is five thousand four hundred and eighty one.,xy=z
 Six hundred and ten multiplied by ten is six thousand and one hundred.,xy=z
 Six hundred and eleven multiplied by eleven equals six thousand seven hundred and twenty one.,xy=z
 Six hundred and twelve multiplied by twelve will be seven thousand three hundred and forty four.,xy=z
The value of the square root of one hundred forty-five is twelve decimal zero four one, √x=y
 Six hundred and thirteen multiplied by thirteen will be seven thousand nine hundred and seventy nine.,xy=z
 The value of the square root of one hundred forty six is twelve decimal zero eight three, √x=y
 Six hundred and fourteen multiplied by fourteen will be eight thousand five hundred and ninety six.,xy=z
 The value of the square root of one hundred forty seven is twelve decimal one two four, √x=y
" If you multiply six hundred and fifteen with fifteen, the product will be nine thousand two hundred and twenty five.",xy=z
The value of the square root of one hundred forty eight is twelve decimal one six five, √x=y
 Six hundred and sixteen multiplied by sixteen will be nine thousand eight hundred and fifty six.,xy=z
" If you multiply six hundred and seventeen with seven, it will be ten thousand four hundred and ninety nine.",xy=z
 The square root of one hundred fifty nine is twelve decimal two zero six, √x=y
 Six hundred and eighteen multiplied by eighteen equals eleven thousand one hundred and twenty four.,xy=z
 The value of the square root of one hundred fifty is twelve decimal two four seven, √x=y
Six hundred and nineteen multiplied by nineteen will be eleven thousand seven hundred and one.,xy=z
 Six hundred and twenty multiplied by twenty will be twelve thousand four hundred.,xy=z
 The value of the square root of one hundred fifty one is twelve decimal two eight eight, √x=y
 Six hundred and twenty one multiplied by twenty one will be thirteen thousand forty one.,xy=z
 Six hundred and twenty two multiplied by twenty two will be thirteen thousand six hundred and eighty four.,xy=z
 The square root of one hundred fifty two is twelve decimal three two eight, √x=y
Six hundred and twenty-three multiplied by twenty-three will be fourteen thousand three hundred and thirty-nine.,xy=z
 The square root of one hundred and fifty three is not twelve decimal three six, √x=y
 Six hundred and twenty-four multiplied by twenty-four will be fourteen thousand nine hundred and seventy-six.,xy=z
 The square root of one hundred and fifty-four has a value of twelve decimal four not zero, √x=y
 The value of the square root of one hundred and fifty five is twelve decimal four not four, √x=y
 Six hundred and twenty-five multiplied by twenty-five will be fifteen thousand six hundred and twenty-five.,xy=z
Six hundred and twenty-six multiplied by twenty-six will be sixteen thousand two hundred and seventy-six.,xy=z
" If you multiply six hundred and twenty seven with twenty seven, you get sixteen thousand nine hundred and thirty nine.",xy=z
" If you multiply six hundred and twenty-eight with twenty-eight, you get seven thousand five hundred and eighty-four.",xy=z
 The value of the square root of one hundred fifty-six is not twelve decimal four eight, √x=y
 Six hundred and thirty-nine multiplied by thirty-nine is eighteen thousand two hundred and forty-one.,xy=z
 The square root of one hundred and fifty seven is not twelve decimal five two, √x=y
Six hundred and thirty multiplied by thirty will be eighteen thousand nine hundred.,xy=z
 The value of the square root of one hundred and fifty eight is not twelve decimal five six, √x=y
 Six hundred and thirty one multiplied by thirty one will be nineteen thousand five hundred one.,xy=z
 The value of the square root of one hundred sixty nine is twelve decimal six not zero, √x=y
 The value of the square root of one hundred sixty is twelve decimal six not four, √x=y
 The value of the square root of one hundred sixty one is twelve decimal six eight eight, √x=y
 The value of the square root of one hundred sixty two is twelve decimal seven two seven, √x=y
The square root of one hundred sixty three is twelve decimal seven six seven, √x=y
 The square root of one hundred sixty four is twelve decimal eight zero six, √x=y
 The value of the square root of one hundred sixty five is twelve decimal eight four five, √x=y
 The square root of one hundred sixty six is twelve decimal eight eight, √x=y
 Six hundred and thirty-two multiplied by thirty-two will be twenty thousand two hundred and twenty-four.,xy=z
" If you multiply six hundred and thirty-three with thirty-three, you get twenty thousand eight hundred and ninety-nine.",xy=z
Six hundred and thirty-four multiplied by thirty-four will be twenty-one thousand five hundred and fifty-six.,xy=z
 Multiplying six hundred thirty five with thirty five will be twenty two thousand two hundred twenty five.,xy=z
 Six hundred and thirty-six multiplied by thirty-six will be twenty-two thousand eight hundred and ninety-six.,xy=z
 Six hundred and thirty-seven multiplied by thirty-seven will be twenty-three thousand five hundred and sixty-nine.,xy=z
 Six hundred and thirty-eight multiplied by thirty-eight will be twenty-four thousand two hundred and forty-four.,xy=z
Six hundred and forty nine multiplied by forty nine will be twenty four thousand nine hundred and twenty one.,xy=z
 Six hundred and forty multiplied by forty will be twenty five thousand six hundred.,xy=z
 Six hundred forty one multiplied by forty one is twenty six thousand two hundred eighty one.,xy=z
 Six hundred and forty-two multiplied by forty-two will be twenty-six thousand nine hundred and four,xy=z
 Six hundred and forty-three multiplied by forty-three will be twenty-seven thousand nine hundred and fifty-nine.,xy=z
Six hundred and forty-four multiplied by forty-four will be twenty-eight thousand three hundred and thirty-six.,xy=z
 A story book has fifty pages. Riya has read thirty pages of the book. He has twenty pages left to read, xy=z
 Six hundred and forty-five multiplied by forty-five will be thirty-nine thousand and twenty-five.,xy=z
 Subtracting seventeen from thirty-five equals eighteen, xy=z
 Multiplying forty-six with six-thirty-six will be thirty-nine thousand seven hundred and sixteen.,xy=z
Six hundred and forty-seven multiplied by forty-seven is thirty thousand four hundred and nine.,xy=z
 Sami went to the shop with seventy five rupees. He bought a notebook and a pen. Gave fifty-three rupees to the shopkeeper. Twenty two rupees remained with him, xy=z
 Six hundred and forty eight multiplied by forty eight will be thirty one thousand one hundred and four.,xy=z
 The value of the square root of one hundred sixty seven is twelve decimal nine two two, √x=y
There are fifty-seven mango trees and thirty-three jackfruit trees in Riyadh's garden. There are more mango trees in their garden and more than twenty four., xy=z
" If you multiply six hundred and fifty nine with fifty nine, you get thirty one thousand eight hundred and one.",xy=z
 The value of the square root of one hundred sixty eight is twelve decimal nine six one, √x=y
 Six hundred and fifty multiplied by fifty will be thirty two thousand five hundred.,xy=z
Fahad had thirty-three rupees. His father gave him some money. Now he has seventy five rupees. His father gave him forty two rupees, xy=z
 The value of the square root of one hundred and sixty-nine is thirteen, √x=y
 The square root of one hundred seventy is thirteen decimal zero three eight, √x=y
Forty four first class students were playing in the school field. Some students of second class went to play in the field with them. As a result there were eighty nine students in the field. Thirty-five students of the second class went to play on the field, xy=z
 The square root of one hundred seventy one is thirteen decimal zero seven six, √x=y
 Rafi scored thirty seven runs and Abhi scored twenty two runs in a cricket match. Rafi has scored fifteen more runs than Abhi, xy=z
Six hundred fifty one multiplied by fifty one will be thirty three thousand two hundred one.,xy=z
 Six hundred and fifty-two multiplied by fifty-two will be thirty-three thousand nine hundred and four.,xy=z
 Six hundred fifty-three multiplied by thirty-four thousand six hundred nine.,xy=z
 Riya's mother gave four of the thirteen guavas to Riya. Nine guavas remained with the mother, xy=z
 Six hundred and fifty-four multiplied by fifty-four will be thirty-five thousand three hundred and sixteen.,xy=z
Millie has fourteen chocolates. Eight of these were given to his younger brother. He had six chocolates left, xy=z
 Raju bought fifteen eggs and nine bananas. He bought six more eggs than bananas, xy=z
 Vijay has nineteen and Anita has eight colored pencils. Vijay has eleven more, xy=z
 The value of the square root of one hundred seventy two is thirteen decimal one, √x=y
Thirteen friends and five relatives came to their house on Maisha's birthday. A total of eighteen guests came to their home on their birthday, x + y = z
 Mangoes fell from the mango tree at Apud's house in the storm. Apu picked six mangoes and his sister picked eleven. Together they got seventeen mangoes, x + y = z
 Rafiq had ten colors of pencils for drawing. He bought nine more colored pencils from the store. His nineteen colors are pencils, x + y = z
Nidhi had eight toys. He gave five toys to his brother. Now he has three toys left, xy=z
 Seven birds sat on a branch of a tree. Later four birds flew away. There were three birds in the tree, xy=z
 Ruma had eight pages of paper. He wrote on three pages. He had five pages of paper left to write, xy=z
 Nine students are sitting in a classroom. Five of them are students. There are four students in the class, xy=z
Mehjabin picked ten flowers from the garden. He gave five flowers to his brother. Five flowers remained with him, xy=z
 Rahat caught nine fish and Abid caught five fish. Abid caught four less fish, xy=z
 The square root of one hundred and seventy three is thirteen decimal one five two, √x=y
 The value of the square root of one hundred and seventy four is not thirteen decimal one, √x=y
" In Millie's garden, three roses bloomed on one tree and four on another. A total of seven flowers bloomed in the garden", x + y = z
Five butterflies were playing in a garden. Later three more butterflies came there. Now there are eight butterflies in the garden, x + y = z
 The square root of one hundred seventy five is thirteen decimal two two eight, √x=y
 Here are four color pencils. His brother Deep has two colored pencils. Both of them have six colored pencils together, x + y = z
 The value of the square root of one hundred seventy six is thirteen decimal two six six, √x=y
Four birds sat on a tree. Later seven more birds came and sat. There are now eleven birds on the tree, x + y = z
 There are six red apples and two green apples. There are eight apples altogether, x + y = z
 The square root of one hundred seventy seven is thirteen decimal three zero four, √x=y
 There were twenty two birds in a tree. After some time seven more birds came and sat on the tree. There are now thirty-nine birds on the tree, x + y = z
 First there were nine eggplants. Tisha's mother later bought six more brinjals. Now there are fifteen eggplants, x + y = z
At first there were thirty one cars in a parking lot. Thirty-three more cars arrived later. There are now sixty-four cars in the parking lot, x + y = z
 Mina had fifty-eight mangoes at first. Then he was given three more mangoes. Now he has sixty one mangoes, x + y = z
 At first there were forty-four tomatoes. Later three more tomatoes were given. There are forty seven tomatoes in total, x + y = z
 Five children are playing in the park. Later two more children came. Now there are seven children in the park, x + y = z
Sixty-one and one put together is sixty-two, x + y = z
" Ratul and Mitu brought flowers to Shaheed Minar. Ratul brought three flowers, Mitu brought two flowers. They brought five flowers in total", x + y = z
 The value of the square root of one hundred seventy eight is thirteen decimal three four one, √x=y
 The value of the square root of one hundred and eighty nine is thirteen decimal three and not seven, √x=y
 The square root of one hundred eighty is thirteen four one six, √x=y
 The value of the square root of one hundred and eighty one is thirteen decimal four five three, √x=y
The value of the square root of one hundred thousand is thirteen and four not zero, √x=y
 The value of the square root of one hundred and thirteen is thirteen decimal five two seven, √x=y
 The value of the square root of one hundred eighty four is thirteen decimal five six four, √x=y
 The square root of one hundred eighty five is thirteen decimal six zero one, √x=y
 The value of the square root of one hundred eighty six is thirteen decimal six three eight, √x=y
 The value of the square root of one hundred and eighty-seven is thirteen six seven four, √x=y
 The value of the square root of one hundred eighty eight is thirteen decimal seven one one, √x=y
The value of the square root of one hundred ninety nine is thirteen decimal seven four seven, √x=y
 The value of the square root of one hundred and ninety is thirteen decimal seven eight four, √x=y
 The square root of one hundred ninety one is thirteen decimal eight two zeros, √x=y
 The value of the square root of one hundred ninety two is thirteen decimal eight five six, √x=y
 The value of the square root of one hundred ninety three is not thirteen decimal eight, √x=y
 The value of the square root of one hundred ninety four is thirteen decimal nine two eight, √x=y
 The value of the square root of one hundred ninety-five is thirteen decimal nine six four, √x=y
The value of the square root of one hundred ninety-six is fourteen, √x=y
 The value of the square root of one hundred ninety seven is fourteen decimal zero three five, √x=y
 The square root of one hundred ninety eight is fourteen decimal zero seven one, √x=y
 The square root of one hundred ninety-nine is fourteen decimal one zero six, √x=y
 The square root of two hundred is fourteen decimal one four two, √x=y
 Three is a prime number, others
 Five is a prime number, others
 Seven is a prime number, others
 One is a prime number, others
 Thirteen is a prime number, others
Seventeen is a prime number, others
 Nineteen is a prime number, others
 Twenty three is a prime number, others
 Thirty-nine is a prime number, others
 Thirty one is a prime number, others
 Thirty seven is a prime number, others
 Forty one is a prime number, others
 Forty-three is a prime number, others
 Forty seven is a prime number, others
 Fifty-three is a prime number, others
 Sixty-nine is a prime number, others
 Sixty one is a prime number, others
 Sixty seven is a prime number, others
 Seventy one is a prime number, others
Seventy is a prime number, others
 Eighty-nine is a prime number, others
 Eighty-three is a prime number, others
 Ninety nine is a prime number, others
 Ninety seven is a prime number, others
 One hundred and one is a prime number, others
 The value of the square root of two hundred one is fourteen decimal one seven seven, √x=y
 The square root of two hundred and two is fourteen decimal two one two, √x=y
 The square root of two hundred three is fourteen decimal two four seven, √x=y
 The square root of two hundred four is fourteen decimal two eight two, √x=y
The square root of two hundred and five is fourteen decimal three one seven, √x=y
 The value of the square root of two hundred six is fourteen decimal three five two, √x=y
 The square root of two hundred and seven is fourteen decimal three eight seven, √x=y
 The value of the square root of two hundred and eight is fourteen decimal four two two, √x=y
 The value of the square root of two hundred nine is fourteen decimal four five six, √x=y
 The value of the square root of two hundred and ten is fourteen decimal four and nine one, √x=y
 The square root of two hundred and eleven is fourteen decimal five two five, √x=y
The square root of two hundred and twelve is fourteen decimal five six, √x=y
 The value of the square root of two hundred and thirteen is fourteen decimal five and not four, √x=y
 The value of the square root of two hundred and fourteen is fourteen decimal six two eight, √x=y
 The square root of two hundred and fifteen is fourteen decimal six six two, √x=y
 The square root of two hundred and sixteen is not fourteen decimal six, √x=y
 The square root of two hundred and seventeen is fourteen decimal seven three, √x=y
 The value of the square root of two hundred and eighteen is fourteen decimal seven six, √x=y
The value of the square root of two hundred and nineteen is fourteen decimal seven nine eight, √x=y
 The value of the square root of two hundred and twenty is fourteen decimal eight three two, √x=y
 The value of the square root of two hundred and twenty one is fourteen decimal eight six, √x=y
 The value of the square root of two hundred and two is fourteen decimal eight, √x=y
 The value of the square root of two hundred twenty three is fourteen decimal nine three three, √x=y
 The square root of two hundred twenty four is fourteen decimal nine six, √x=y
 The square root of two hundred and twenty five is fifteen, √x=y
The square root of two hundred twenty six is fifteen decimal zero three, √x=y
 The square root of two hundred twenty seven is fifteen decimal zero six six, √x=y
 The value of the square root of two hundred twenty eight is fifteen decimal not zero, √x=y
 The square root of two hundred thirty nine is fifteen decimal one three two, √x=y
 The square root of two hundred thirty is fifteen decimal one six five, √x=y
 The value of the square root of two hundred thirty one is fifteen decimal one nine eight, √x=y
 The value of the square root of two hundred thirty two is fifteen decimal two three one, √x=y
The square root of two hundred thirty three is fifteen decimal two six four, √x=y
 The value of the square root of two hundred and thirty-four is fifteen decimal two nine seven, √x=y
 The value of the square root of two hundred thirty five is fifteen decimal three not two, √x=y
 The tight mango was divided equally between two people. Each will get four mangoes, x/y=z
 The square root of two hundred thirty six is fifteen decimal three six two, √x=y
 Twenty-four lodges were divided equally among four persons. Each will get six lodges, x/y=z
The value of the square root of two hundred and thirty-seven is not fifteen decimal three, √x=y
 Twenty seven rupees were divided equally among three people. Everyone will get nine rupees, x/y=z
